false,true,true,false,false,true,true,true
long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
table,_start,_stop,_time,_value,_field,_measurement,id
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T14:00:00Z,16.94,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T15:00:00Z,17.04,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T16:00:00Z,17.36,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T17:00:00Z,18.79,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T18:00:00Z,20.62,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T19:00:00Z,22.54,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T20:00:00Z,24.12,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T21:00:00Z,22.99,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T22:00:00Z,12.36,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T23:00:00Z,6.72,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T00:00:00Z,5.39,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T01:00:00Z,4.64,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T02:00:00Z,4.17,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T03:00:00Z,3.87,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T04:00:00Z,4.03,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T05:00:00Z,4.91,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T06:00:00Z,6.66,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T07:00:00Z,11.63,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T08:00:00Z,15.58,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T09:00:00Z,18.14,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T10:00:00Z,18.6,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T11:00:00Z,18.36,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T12:00:00Z,17.58,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T13:00:00Z,17.65,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T14:00:00Z,16.61,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T15:00:00Z,16.51,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T16:00:00Z,17.04,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T17:00:00Z,19.17,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T18:00:00Z,20.09,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T19:00:00Z,23.31,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T20:00:00Z,23.53,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T21:00:00Z,22.25,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T22:00:00Z,12.35,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T23:00:00Z,6.73,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
4,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-06-T00:00:00Z,5.32,flow,METER,7d50afd9-4136-4862-8db8-a05d0c65cb9e
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T00:00:00Z,-4.96,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T01:00:00Z,-4.89,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T02:00:00Z,-4.43,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T03:00:00Z,-3.93,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T04:00:00Z,-3.39,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T05:00:00Z,-3,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T06:00:00Z,-3.71,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T07:00:00Z,-5.63,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T08:00:00Z,0,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T09:00:00Z,0.05,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T10:00:00Z,0.26,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T11:00:00Z,-0.03,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T12:00:00Z,0.22,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T13:00:00Z,0.22,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T14:00:00Z,0.13,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T15:00:00Z,0.09,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T16:00:00Z,0.12,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T17:00:00Z,0.06,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T18:00:00Z,0.14,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T19:00:00Z,0.35,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T20:00:00Z,0.04,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T21:00:00Z,0.04,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T22:00:00Z,0.03,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T23:00:00Z,0.04,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T00:00:00Z,0.1,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T01:00:00Z,0.21,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T02:00:00Z,0.21,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T03:00:00Z,0.19,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T04:00:00Z,0.06,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T05:00:00Z,0.02,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T06:00:00Z,0.07,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T07:00:00Z,0.06,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T08:00:00Z,0,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T09:00:00Z,-0.06,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T10:00:00Z,-0.02,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T11:00:00Z,0.07,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T12:00:00Z,0.24,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T13:00:00Z,-0.03,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T14:00:00Z,0.24,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T15:00:00Z,0.28,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T16:00:00Z,0.23,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T17:00:00Z,-0.08,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T18:00:00Z,0.33,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T19:00:00Z,0.08,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T20:00:00Z,0.24,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T21:00:00Z,0.3,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T22:00:00Z,0.03,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T23:00:00Z,0.04,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
5,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-06-T00:00:00Z,0.15,flow,METER,d779dafd-e3ed-4441-90c3-164d15974668
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T00:00:00Z,-12.3,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T01:00:00Z,-9.2,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T02:00:00Z,-6.97,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T03:00:00Z,-5.15,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T04:00:00Z,-2.64,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T05:00:00Z,2.12,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T06:00:00Z,3.9,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T07:00:00Z,6.21,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T08:00:00Z,11.55,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T09:00:00Z,17.63,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T10:00:00Z,54.21,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T11:00:00Z,56.05,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T12:00:00Z,53.62,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T13:00:00Z,51.54,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T14:00:00Z,51.31,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T15:00:00Z,51.53,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T16:00:00Z,52.56,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T17:00:00Z,56.72,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T18:00:00Z,62.43,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T19:00:00Z,68.69,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T20:00:00Z,72.71,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T21:00:00Z,69.33,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T22:00:00Z,37.3,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T23:00:00Z,21.93,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T00:00:00Z,21.52,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T01:00:00Z,20.26,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T02:00:00Z,18.65,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T03:00:00Z,16.92,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T04:00:00Z,15.44,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T05:00:00Z,14.56,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T06:00:00Z,14.52,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T07:00:00Z,14.58,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T08:00:00Z,17.67,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T09:00:00Z,54.5,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T10:00:00Z,55.97,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T11:00:00Z,55.44,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T12:00:00Z,53.49,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T13:00:00Z,53.09,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T14:00:00Z,50.59,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T15:00:00Z,50.36,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T16:00:00Z,51.85,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T17:00:00Z,57.57,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T18:00:00Z,61.27,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T19:00:00Z,70.39,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T20:00:00Z,71.42,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T21:00:00Z,67.7,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T22:00:00Z,37.28,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T23:00:00Z,21.93,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
6,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-06-T00:00:00Z,21.49,flow,METER,fb209550-1060-4813-9b6a-a135774142bf
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T00:00:00Z,-5.31,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T01:00:00Z,-3.93,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T02:00:00Z,-2.87,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T03:00:00Z,-2.02,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T04:00:00Z,-0.78,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T05:00:00Z,1.73,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T06:00:00Z,3.33,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T07:00:00Z,6.1,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T08:00:00Z,12.46,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T09:00:00Z,14.87,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T10:00:00Z,28.58,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T11:00:00Z,29.36,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T12:00:00Z,28.25,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T13:00:00Z,27.15,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T14:00:00Z,26.98,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T15:00:00Z,27.07,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T16:00:00Z,27.62,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T17:00:00Z,29.77,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T18:00:00Z,32.81,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-04-T19:00:00Z,36.22,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T20:00:00Z,38.14,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T21:00:00Z,36.37,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T22:00:00Z,19.57,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T23:00:00Z,11.39,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T00:00:00Z,10.95,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T01:00:00Z,10.29,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T02:00:00Z,9.44,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T03:00:00Z,8.6,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
7,2022-04-04-T00:00:00Z,2022-04-06-T00:00:00Z,2022-04-05-T04:00:00Z,7.88,flow,METER,dd0f60a0-299b-4631-8ada-ce4b8ee1b116
